Abilities,Name,Pokedex Number,Stat,Type1,Type2,Against Bug,Against Dark,Against Dragon,Against Electric,Against Fairy,Against Fight,Against Fire,Against Flying,Against Ghost,Against Grass,Against Ground,Against Ice,Against Normal,Against Poison,Against Psychic,Against Rock,Against Steel,Against Water,Base Total,Capture Rate,Generation,Height M,Is Legendary,Percentage Male,Value,Weight Kg
"['Pure Power', 'Telepathy']",Medicham,308,Speed,fighting,psychic,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,510,90,3,1.3,0,50,100,31.5
"['Static', 'Lightningrod', 'Minus']",Electrike,309,Attack,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,295,120,3,0.6,0,50,45,15.2
"['Static', 'Lightningrod', 'Minus']",Electrike,309,Defense,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,295,120,3,0.6,0,50,40,15.2
"['Static', 'Lightningrod', 'Minus']",Electrike,309,Hp,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,295,120,3,0.6,0,50,40,15.2
"['Static', 'Lightningrod', 'Minus']",Electrike,309,Sp Attack,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,295,120,3,0.6,0,50,65,15.2
"['Static', 'Lightningrod', 'Minus']",Electrike,309,Sp Defense,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,295,120,3,0.6,0,50,40,15.2
"['Static', 'Lightningrod', 'Minus']",Electrike,309,Speed,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,295,120,3,0.6,0,50,65,15.2
"['Static', 'Lightningrod', 'Minus']",Manectric,310,Attack,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,575,45,3,1.5,0,50,75,40.2
"['Static', 'Lightningrod', 'Minus']",Manectric,310,Defense,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,575,45,3,1.5,0,50,80,40.2
"['Static', 'Lightningrod', 'Minus']",Manectric,310,Hp,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,575,45,3,1.5,0,50,70,40.2
"['Static', 'Lightningrod', 'Minus']",Manectric,310,Sp Attack,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,575,45,3,1.5,0,50,135,40.2
"['Static', 'Lightningrod', 'Minus']",Manectric,310,Sp Defense,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,575,45,3,1.5,0,50,80,40.2
"['Static', 'Lightningrod', 'Minus']",Manectric,310,Speed,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,575,45,3,1.5,0,50,135,40.2
"['Plus', 'Lightningrod']",Plusle,311,Attack,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,405,200,3,0.4,0,50,50,4.2
"['Plus', 'Lightningrod']",Plusle,311,Defense,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,405,200,3,0.4,0,50,40,4.2
"['Plus', 'Lightningrod']",Plusle,311,Hp,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,405,200,3,0.4,0,50,60,4.2
"['Plus', 'Lightningrod']",Plusle,311,Sp Attack,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,405,200,3,0.4,0,50,85,4.2
"['Plus', 'Lightningrod']",Plusle,311,Sp Defense,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,405,200,3,0.4,0,50,75,4.2
"['Plus', 'Lightningrod']",Plusle,311,Speed,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,405,200,3,0.4,0,50,95,4.2
"['Minus', 'Volt Absorb']",Minun,312,Attack,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,405,200,3,0.4,0,50,40,4.2
"['Minus', 'Volt Absorb']",Minun,312,Defense,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,405,200,3,0.4,0,50,50,4.2
"['Minus', 'Volt Absorb']",Minun,312,Hp,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,405,200,3,0.4,0,50,60,4.2
"['Minus', 'Volt Absorb']",Minun,312,Sp Attack,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,405,200,3,0.4,0,50,75,4.2
"['Minus', 'Volt Absorb']",Minun,312,Sp Defense,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,405,200,3,0.4,0,50,85,4.2
"['Minus', 'Volt Absorb']",Minun,312,Speed,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,405,200,3,0.4,0,50,95,4.2
"['Illuminate', 'Swarm', 'Prankster']",Volbeat,313,Attack,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,430,150,3,0.7,0,100,73,17.7
"['Illuminate', 'Swarm', 'Prankster']",Volbeat,313,Defense,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,430,150,3,0.7,0,100,75,17.7
"['Illuminate', 'Swarm', 'Prankster']",Volbeat,313,Hp,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,430,150,3,0.7,0,100,65,17.7
"['Illuminate', 'Swarm', 'Prankster']",Volbeat,313,Sp Attack,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,430,150,3,0.7,0,100,47,17.7
"['Illuminate', 'Swarm', 'Prankster']",Volbeat,313,Sp Defense,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,430,150,3,0.7,0,100,85,17.7
"['Illuminate', 'Swarm', 'Prankster']",Volbeat,313,Speed,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,430,150,3,0.7,0,100,85,17.7
"['Oblivious', 'Tinted Lens', 'Prankster']",Illumise,314,Attack,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,430,150,3,0.6,0,0,47,17.7
"['Oblivious', 'Tinted Lens', 'Prankster']",Illumise,314,Defense,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,430,150,3,0.6,0,0,75,17.7
"['Oblivious', 'Tinted Lens', 'Prankster']",Illumise,314,Hp,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,430,150,3,0.6,0,0,65,17.7
"['Oblivious', 'Tinted Lens', 'Prankster']",Illumise,314,Sp Attack,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,430,150,3,0.6,0,0,73,17.7
"['Oblivious', 'Tinted Lens', 'Prankster']",Illumise,314,Sp Defense,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,430,150,3,0.6,0,0,85,17.7
"['Oblivious', 'Tinted Lens', 'Prankster']",Illumise,314,Speed,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,430,150,3,0.6,0,0,85,17.7
"['Natural Cure', 'Poison Point', 'Leaf Guard']",Roselia,315,Attack,grass,poison,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,400,150,3,0.3,0,50,60,2
"['Natural Cure', 'Poison Point', 'Leaf Guard']",Roselia,315,Defense,grass,poison,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,400,150,3,0.3,0,50,45,2
"['Natural Cure', 'Poison Point', 'Leaf Guard']",Roselia,315,Hp,grass,poison,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,400,150,3,0.3,0,50,50,2
"['Natural Cure', 'Poison Point', 'Leaf Guard']",Roselia,315,Sp Attack,grass,poison,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,400,150,3,0.3,0,50,100,2
"['Natural Cure', 'Poison Point', 'Leaf Guard']",Roselia,315,Sp Defense,grass,poison,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,400,150,3,0.3,0,50,80,2
"['Natural Cure', 'Poison Point', 'Leaf Guard']",Roselia,315,Speed,grass,poison,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,400,150,3,0.3,0,50,65,2
"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",Gulpin,316,Attack,poison,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,302,225,3,0.4,0,50,43,10.3
"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",Gulpin,316,Defense,poison,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,302,225,3,0.4,0,50,53,10.3
"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",Gulpin,316,Hp,poison,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,302,225,3,0.4,0,50,70,10.3
"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",Gulpin,316,Sp Attack,poison,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,302,225,3,0.4,0,50,43,10.3
"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",Gulpin,316,Sp Defense,poison,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,302,225,3,0.4,0,50,53,10.3
"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",Gulpin,316,Speed,poison,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,302,225,3,0.4,0,50,40,10.3
"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",Swalot,317,Attack,poison,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,467,75,3,1.7,0,50,73,80
"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",Swalot,317,Defense,poison,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,467,75,3,1.7,0,50,83,80
"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",Swalot,317,Hp,poison,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,467,75,3,1.7,0,50,100,80
"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",Swalot,317,Sp Attack,poison,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,467,75,3,1.7,0,50,73,80
"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",Swalot,317,Sp Defense,poison,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,467,75,3,1.7,0,50,83,80
"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",Swalot,317,Speed,poison,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,467,75,3,1.7,0,50,55,80
"['Rough Skin', 'Speed Boost']",Carvanha,318,Attack,water,dark,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,305,225,3,0.8,0,50,90,20.8
"['Rough Skin', 'Speed Boost']",Carvanha,318,Defense,water,dark,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,305,225,3,0.8,0,50,20,20.8
"['Rough Skin', 'Speed Boost']",Carvanha,318,Hp,water,dark,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,305,225,3,0.8,0,50,45,20.8
"['Rough Skin', 'Speed Boost']",Carvanha,318,Sp Attack,water,dark,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,305,225,3,0.8,0,50,65,20.8
"['Rough Skin', 'Speed Boost']",Carvanha,318,Sp Defense,water,dark,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,305,225,3,0.8,0,50,20,20.8
"['Rough Skin', 'Speed Boost']",Carvanha,318,Speed,water,dark,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,305,225,3,0.8,0,50,65,20.8
"['Rough Skin', 'Speed Boost']",Sharpedo,319,Attack,water,dark,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,560,60,3,1.8,0,50,140,88.8
"['Rough Skin', 'Speed Boost']",Sharpedo,319,Defense,water,dark,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,560,60,3,1.8,0,50,70,88.8
"['Rough Skin', 'Speed Boost']",Sharpedo,319,Hp,water,dark,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,560,60,3,1.8,0,50,70,88.8
"['Rough Skin', 'Speed Boost']",Sharpedo,319,Sp Attack,water,dark,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,560,60,3,1.8,0,50,110,88.8
"['Rough Skin', 'Speed Boost']",Sharpedo,319,Sp Defense,water,dark,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,560,60,3,1.8,0,50,65,88.8
"['Rough Skin', 'Speed Boost']",Sharpedo,319,Speed,water,dark,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,560,60,3,1.8,0,50,105,88.8
"['Water Veil', 'Oblivious', 'Pressure']",Wailmer,320,Attack,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,400,125,3,2,0,50,70,130
"['Water Veil', 'Oblivious', 'Pressure']",Wailmer,320,Defense,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,400,125,3,2,0,50,35,130
"['Water Veil', 'Oblivious', 'Pressure']",Wailmer,320,Hp,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,400,125,3,2,0,50,130,130
"['Water Veil', 'Oblivious', 'Pressure']",Wailmer,320,Sp Attack,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,400,125,3,2,0,50,70,130
"['Water Veil', 'Oblivious', 'Pressure']",Wailmer,320,Sp Defense,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,400,125,3,2,0,50,35,130
"['Water Veil', 'Oblivious', 'Pressure']",Wailmer,320,Speed,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,400,125,3,2,0,50,60,130
"['Water Veil', 'Oblivious', 'Pressure']",Wailord,321,Attack,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,500,60,3,14.5,0,50,90,398
"['Water Veil', 'Oblivious', 'Pressure']",Wailord,321,Defense,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,500,60,3,14.5,0,50,45,398
"['Water Veil', 'Oblivious', 'Pressure']",Wailord,321,Hp,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,500,60,3,14.5,0,50,170,398
"['Water Veil', 'Oblivious', 'Pressure']",Wailord,321,Sp Attack,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,500,60,3,14.5,0,50,90,398
"['Water Veil', 'Oblivious', 'Pressure']",Wailord,321,Sp Defense,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,500,60,3,14.5,0,50,45,398
"['Water Veil', 'Oblivious', 'Pressure']",Wailord,321,Speed,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,500,60,3,14.5,0,50,60,398
"['Oblivious', 'Simple', 'Own Tempo']",Numel,322,Attack,fire,ground,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,305,255,3,0.7,0,50,60,24
"['Oblivious', 'Simple', 'Own Tempo']",Numel,322,Defense,fire,ground,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,305,255,3,0.7,0,50,40,24
"['Oblivious', 'Simple', 'Own Tempo']",Numel,322,Hp,fire,ground,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,305,255,3,0.7,0,50,60,24
"['Oblivious', 'Simple', 'Own Tempo']",Numel,322,Sp Attack,fire,ground,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,305,255,3,0.7,0,50,65,24
"['Oblivious', 'Simple', 'Own Tempo']",Numel,322,Sp Defense,fire,ground,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,305,255,3,0.7,0,50,45,24
"['Oblivious', 'Simple', 'Own Tempo']",Numel,322,Speed,fire,ground,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,305,255,3,0.7,0,50,35,24
"['Magma Armor', 'Solid Rock', 'Anger Point']",Camerupt,323,Attack,fire,ground,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,560,150,3,1.9,0,50,120,220
"['Magma Armor', 'Solid Rock', 'Anger Point']",Camerupt,323,Defense,fire,ground,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,560,150,3,1.9,0,50,100,220
"['Magma Armor', 'Solid Rock', 'Anger Point']",Camerupt,323,Hp,fire,ground,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,560,150,3,1.9,0,50,70,220
"['Magma Armor', 'Solid Rock', 'Anger Point']",Camerupt,323,Sp Attack,fire,ground,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,560,150,3,1.9,0,50,145,220
"['Magma Armor', 'Solid Rock', 'Anger Point']",Camerupt,323,Sp Defense,fire,ground,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,560,150,3,1.9,0,50,105,220
"['Magma Armor', 'Solid Rock', 'Anger Point']",Camerupt,323,Speed,fire,ground,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,560,150,3,1.9,0,50,20,220
"['White Smoke', 'Drought', 'Shell Armor']",Torkoal,324,Attack,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,470,90,3,0.5,0,50,85,80.4
"['White Smoke', 'Drought', 'Shell Armor']",Torkoal,324,Defense,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,470,90,3,0.5,0,50,140,80.4
"['White Smoke', 'Drought', 'Shell Armor']",Torkoal,324,Hp,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,470,90,3,0.5,0,50,70,80.4
"['White Smoke', 'Drought', 'Shell Armor']",Torkoal,324,Sp Attack,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,470,90,3,0.5,0,50,85,80.4
"['White Smoke', 'Drought', 'Shell Armor']",Torkoal,324,Sp Defense,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,470,90,3,0.5,0,50,70,80.4
"['White Smoke', 'Drought', 'Shell Armor']",Torkoal,324,Speed,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,470,90,3,0.5,0,50,20,80.4
"['Thick Fat', 'Own Tempo', 'Gluttony']",Spoink,325,Attack,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,330,255,3,0.7,0,50,25,30.6
"['Thick Fat', 'Own Tempo', 'Gluttony']",Spoink,325,Defense,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,330,255,3,0.7,0,50,35,30.6
"['Thick Fat', 'Own Tempo', 'Gluttony']",Spoink,325,Hp,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,330,255,3,0.7,0,50,60,30.6
"['Thick Fat', 'Own Tempo', 'Gluttony']",Spoink,325,Sp Attack,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,330,255,3,0.7,0,50,70,30.6
"['Thick Fat', 'Own Tempo', 'Gluttony']",Spoink,325,Sp Defense,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,330,255,3,0.7,0,50,80,30.6
"['Thick Fat', 'Own Tempo', 'Gluttony']",Spoink,325,Speed,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,330,255,3,0.7,0,50,60,30.6
"['Thick Fat', 'Own Tempo', 'Gluttony']",Grumpig,326,Attack,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,470,60,3,0.9,0,50,45,71.5
"['Thick Fat', 'Own Tempo', 'Gluttony']",Grumpig,326,Defense,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,470,60,3,0.9,0,50,65,71.5
"['Thick Fat', 'Own Tempo', 'Gluttony']",Grumpig,326,Hp,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,470,60,3,0.9,0,50,80,71.5
"['Thick Fat', 'Own Tempo', 'Gluttony']",Grumpig,326,Sp Attack,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,470,60,3,0.9,0,50,90,71.5
"['Thick Fat', 'Own Tempo', 'Gluttony']",Grumpig,326,Sp Defense,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,470,60,3,0.9,0,50,110,71.5
"['Thick Fat', 'Own Tempo', 'Gluttony']",Grumpig,326,Speed,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,470,60,3,0.9,0,50,80,71.5
"['Own Tempo', 'Tangled Feet', 'Contrary']",Spinda,327,Attack,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,360,255,3,1.1,0,50,60,5
"['Own Tempo', 'Tangled Feet', 'Contrary']",Spinda,327,Defense,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,360,255,3,1.1,0,50,60,5
"['Own Tempo', 'Tangled Feet', 'Contrary']",Spinda,327,Hp,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,360,255,3,1.1,0,50,60,5
"['Own Tempo', 'Tangled Feet', 'Contrary']",Spinda,327,Sp Attack,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,360,255,3,1.1,0,50,60,5
"['Own Tempo', 'Tangled Feet', 'Contrary']",Spinda,327,Sp Defense,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,360,255,3,1.1,0,50,60,5
"['Own Tempo', 'Tangled Feet', 'Contrary']",Spinda,327,Speed,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,360,255,3,1.1,0,50,60,5
"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",Trapinch,328,Attack,ground,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,290,255,3,0.7,0,50,100,15
"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",Trapinch,328,Defense,ground,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,290,255,3,0.7,0,50,45,15
"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",Trapinch,328,Hp,ground,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,290,255,3,0.7,0,50,45,15
"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",Trapinch,328,Sp Attack,ground,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,290,255,3,0.7,0,50,45,15
"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",Trapinch,328,Sp Defense,ground,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,290,255,3,0.7,0,50,45,15
"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",Trapinch,328,Speed,ground,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,290,255,3,0.7,0,50,10,15
['Levitate'],Vibrava,329,Attack,ground,dragon,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,340,120,3,1.1,0,50,70,15.3
['Levitate'],Vibrava,329,Defense,ground,dragon,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,340,120,3,1.1,0,50,50,15.3
['Levitate'],Vibrava,329,Hp,ground,dragon,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,340,120,3,1.1,0,50,50,15.3
['Levitate'],Vibrava,329,Sp Attack,ground,dragon,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,340,120,3,1.1,0,50,50,15.3
['Levitate'],Vibrava,329,Sp Defense,ground,dragon,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,340,120,3,1.1,0,50,50,15.3
['Levitate'],Vibrava,329,Speed,ground,dragon,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,340,120,3,1.1,0,50,70,15.3
['Levitate'],Flygon,330,Attack,ground,dragon,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,520,45,3,2,0,50,100,82
['Levitate'],Flygon,330,Defense,ground,dragon,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,520,45,3,2,0,50,80,82
['Levitate'],Flygon,330,Hp,ground,dragon,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,520,45,3,2,0,50,80,82
['Levitate'],Flygon,330,Sp Attack,ground,dragon,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,520,45,3,2,0,50,80,82
['Levitate'],Flygon,330,Sp Defense,ground,dragon,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,520,45,3,2,0,50,80,82
['Levitate'],Flygon,330,Speed,ground,dragon,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,520,45,3,2,0,50,100,82
"['Sand Veil', 'Water Absorb']",Cacnea,331,Attack,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,335,190,3,0.4,0,50,85,51.3
"['Sand Veil', 'Water Absorb']",Cacnea,331,Defense,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,335,190,3,0.4,0,50,40,51.3
