"pokedex_number";"name";"type1";"type2";"generation";"percentage_male";"capture_rate";"is_legendary";"is_mythic";"is_ultra_beast";"height_m";"weight_kg";"base_total";"hp";"attack";"sp_attack";"defense";"sp_defense";"speed";"abilities";"against_bug";"against_dark";"against_dragon";"against_electric";"against_fairy";"against_fight";"against_fire";"against_flying";"against_ghost";"against_grass";"against_ground";"against_ice";"against_normal";"against_poison";"against_psychic";"against_rock";"against_steel";"against_water"
184;"Azumarill";"water";"fairy";2;50.0;75;0;0;0;0.8;28.5;420;100;50;60;80;80;50;"['Thick Fat', 'Huge Power', 'Sap Sipper']";0.5;0.5;0.0;2.0;1.0;0.5;0.5;1.0;1.0;2.0;1.0;0.5;1.0;2.0;1.0;1.0;1.0;0.5
185;"Sudowoodo";"rock";"";2;50.0;65;0;0;0;1.2;38.0;410;70;100;30;115;65;30;"['Sturdy', 'Rock Head', 'Rattled']";1.0;1.0;1.0;1.0;1.0;2.0;0.5;0.5;1.0;2.0;2.0;1.0;0.5;0.5;1.0;1.0;2.0;2.0
186;"Politoed";"water";"";2;50.0;45;0;0;0;1.1;33.9;500;90;75;90;75;100;70;"['Water Absorb', 'Damp', 'Drizzle']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
187;"Hoppip";"grass";"flying";2;50.0;255;0;0;0;0.4;0.5;250;35;35;35;40;55;50;"['Chlorophyll', 'Leaf Guard', 'Infiltrator']";1.0;1.0;1.0;1.0;1.0;0.5;2.0;2.0;1.0;0.25;0.0;4.0;1.0;2.0;1.0;2.0;1.0;0.5
188;"Skiploom";"grass";"flying";2;50.0;120;0;0;0;0.6;1.0;340;55;45;45;50;65;80;"['Chlorophyll', 'Leaf Guard', 'Infiltrator']";1.0;1.0;1.0;1.0;1.0;0.5;2.0;2.0;1.0;0.25;0.0;4.0;1.0;2.0;1.0;2.0;1.0;0.5
189;"Jumpluff";"grass";"flying";2;50.0;45;0;0;0;0.8;3.0;460;75;55;55;70;95;110;"['Chlorophyll', 'Leaf Guard', 'Infiltrator']";1.0;1.0;1.0;1.0;1.0;0.5;2.0;2.0;1.0;0.25;0.0;4.0;1.0;2.0;1.0;2.0;1.0;0.5
190;"Aipom";"normal";"";2;50.0;45;0;0;0;0.8;11.5;360;55;70;40;55;55;85;"['Run Away', 'Pickup', 'Skill Link']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
191;"Sunkern";"grass";"";2;50.0;235;0;0;0;0.3;1.8;180;30;30;30;30;30;30;"['Chlorophyll', 'Solar Power', 'Early Bird']";2.0;1.0;1.0;0.5;1.0;1.0;2.0;2.0;1.0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;1.0;0.5
192;"Sunflora";"grass";"";2;50.0;120;0;0;0;0.8;8.5;425;75;75;105;55;85;30;"['Chlorophyll', 'Solar Power', 'Early Bird']";2.0;1.0;1.0;0.5;1.0;1.0;2.0;2.0;1.0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;1.0;0.5
193;"Yanma";"bug";"flying";2;50.0;75;0;0;0;1.2;38.0;390;65;65;75;45;45;95;"['Speed Boost', 'Compoundeyes', 'Frisk']";0.5;1.0;1.0;2.0;1.0;0.25;2.0;2.0;1.0;0.25;0.0;2.0;1.0;1.0;1.0;4.0;1.0;1.0
194;"Wooper";"water";"ground";2;50.0;255;0;0;0;0.4;8.5;210;55;45;25;45;25;15;"['Damp', 'Water Absorb', 'Unaware']";1.0;1.0;1.0;0.0;1.0;1.0;0.5;1.0;1.0;4.0;1.0;1.0;1.0;0.5;1.0;0.5;0.5;1.0
195;"Quagsire";"water";"ground";2;50.0;90;0;0;0;1.4;75.0;430;95;85;65;85;65;35;"['Damp', 'Water Absorb', 'Unaware']";1.0;1.0;1.0;0.0;1.0;1.0;0.5;1.0;1.0;4.0;1.0;1.0;1.0;0.5;1.0;0.5;0.5;1.0
196;"Espeon";"psychic";"";2;88.1;45;0;0;0;0.9;26.5;525;65;65;130;60;95;110;"['Synchronize', 'Magic Bounce']";2.0;2.0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0
197;"Umbreon";"dark";"";2;88.1;45;0;0;0;1.0;27.0;525;95;65;60;110;130;65;"['Synchronize', 'Inner Focus']";2.0;0.5;1.0;1.0;2.0;2.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0
198;"Murkrow";"dark";"flying";2;50.0;30;0;0;0;0.5;2.1;405;60;85;85;42;42;91;"['Insomnia', 'Super Luck', 'Prankster']";1.0;0.5;1.0;2.0;2.0;1.0;1.0;1.0;0.5;0.5;0.0;2.0;1.0;1.0;0.0;2.0;1.0;1.0
199;"Slowking";"water";"psychic";2;50.0;70;0;0;0;2.0;79.5;490;95;75;100;80;110;30;"['Oblivious', 'Own Tempo', 'Regenerator']";2.0;2.0;1.0;2.0;1.0;0.5;0.5;1.0;2.0;2.0;1.0;0.5;1.0;1.0;0.5;1.0;0.5;0.5
200;"Misdreavus";"ghost";"";2;50.0;45;0;0;0;0.7;1.0;435;60;60;85;60;85;85;"['Levitate']";0.5;2.0;1.0;1.0;1.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;0.0;0.5;1.0;1.0;1.0;1.0
201;"Unown";"psychic";"";2;0.0;225;0;0;0;0.5;5.0;336;48;72;72;48;48;48;"['Levitate']";2.0;2.0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0
202;"Wobbuffet";"psychic";"";2;50.0;45;0;0;0;1.3;28.5;405;190;33;33;58;58;33;"['Shadow Tag', 'Telepathy']";2.0;2.0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0
203;"Girafarig";"normal";"psychic";2;50.0;60;0;0;0;1.5;41.5;455;70;80;90;65;65;85;"['Inner Focus', 'Early Bird', 'Sap Sipper']";2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0
204;"Pineco";"bug";"";2;50.0;190;0;0;0;0.6;7.2;290;50;65;35;90;35;15;"['Sturdy', 'Overcoat']";1.0;1.0;1.0;1.0;1.0;0.5;2.0;2.0;1.0;0.5;0.5;1.0;1.0;1.0;1.0;2.0;1.0;1.0
205;"Forretress";"bug";"steel";2;50.0;75;0;0;0;1.2;125.8;465;75;90;60;140;60;40;"['Sturdy', 'Overcoat']";0.5;1.0;0.5;1.0;0.5;1.0;4.0;1.0;1.0;0.25;1.0;0.5;0.5;0.0;0.5;1.0;0.5;1.0
206;"Dunsparce";"normal";"";2;50.0;190;0;0;0;1.5;14.0;415;100;70;65;70;65;45;"['Serene Grace', 'Run Away', 'Rattled']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
207;"Gligar";"ground";"flying";2;50.0;60;0;0;0;1.1;64.8;430;65;75;35;105;65;85;"['Hyper Cutter', 'Sand Veil', 'Immunity']";0.5;1.0;1.0;0.0;1.0;0.5;1.0;1.0;1.0;1.0;0.0;4.0;1.0;0.5;1.0;1.0;1.0;2.0
208;"Steelix";"steel";"ground";2;50.0;25;0;0;0;9.2;400.0;610;75;125;55;230;95;30;"['Rock Head', 'Sturdy', 'Sheer Force']";0.5;1.0;0.5;0.0;0.5;2.0;2.0;0.5;1.0;1.0;2.0;1.0;0.5;0.0;0.5;0.25;0.5;2.0
209;"Snubbull";"fairy";"";2;24.6;190;0;0;0;0.6;7.8;300;60;80;40;50;40;30;"['Intimidate', 'Run Away', 'Rattled']";0.5;0.5;0.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0
210;"Granbull";"fairy";"";2;24.6;75;0;0;0;1.4;48.7;450;90;120;60;75;60;45;"['Intimidate', 'Quick Feet', 'Rattled']";0.5;0.5;0.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0
211;"Qwilfish";"water";"poison";2;50.0;45;0;0;0;0.5;3.9;440;65;95;55;85;55;85;"['Poison Point', 'Swift Swim', 'Intimidate']";0.5;1.0;1.0;2.0;0.5;0.5;0.5;1.0;1.0;1.0;2.0;0.5;1.0;0.5;2.0;1.0;0.5;0.5
212;"Scizor";"bug";"steel";2;50.0;25;0;0;0;1.8;118.0;600;70;150;65;140;100;75;"['Swarm', 'Technician', 'Light Metal']";0.5;1.0;0.5;1.0;0.5;1.0;4.0;1.0;1.0;0.25;1.0;0.5;0.5;0.0;0.5;1.0;0.5;1.0
213;"Shuckle";"bug";"rock";2;50.0;190;0;0;0;0.6;20.5;505;20;10;10;230;230;5;"['Sturdy', 'Gluttony', 'Contrary']";1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;0.5;1.0;2.0;2.0;2.0
214;"Heracross";"bug";"fighting";2;50.0;45;0;0;0;1.5;54.0;600;80;185;40;115;105;75;"['Swarm', 'Guts', 'Moxie']";0.5;0.5;1.0;1.0;2.0;0.5;2.0;4.0;1.0;0.5;0.5;1.0;1.0;1.0;2.0;1.0;1.0;1.0
215;"Sneasel";"dark";"ice";2;50.0;60;0;0;0;0.9;28.0;430;55;95;35;55;75;115;"['Inner Focus', 'Keen Eye', 'Pickpocket']";2.0;0.5;1.0;1.0;2.0;4.0;2.0;1.0;0.5;1.0;1.0;0.5;1.0;1.0;0.0;2.0;2.0;1.0
216;"Teddiursa";"normal";"";2;50.0;120;0;0;0;0.6;8.8;330;60;80;50;50;50;40;"['Pickup', 'Quick Feet', 'Honey Gather']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
217;"Ursaring";"normal";"";2;50.0;60;0;0;0;1.8;125.8;500;90;130;75;75;75;55;"['Guts', 'Quick Feet', 'Unnerve']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
218;"Slugma";"fire";"";2;50.0;190;0;0;0;0.7;35.0;250;40;40;70;40;40;20;"['Magma Armor', 'Flame Body', 'Weak Armor']";0.5;1.0;1.0;1.0;0.5;1.0;0.5;1.0;1.0;0.5;2.0;0.5;1.0;1.0;1.0;2.0;0.5;2.0
219;"Magcargo";"fire";"rock";2;50.0;75;0;0;0;0.8;55.0;430;60;50;90;120;80;30;"['Magma Armor', 'Flame Body', 'Weak Armor']";0.5;1.0;1.0;1.0;0.5;2.0;0.25;0.5;1.0;1.0;4.0;0.5;0.5;0.5;1.0;2.0;1.0;4.0
220;"Swinub";"ice";"ground";2;50.0;225;0;0;0;0.4;6.5;250;50;50;30;40;30;50;"['Oblivious', 'Snow Cloak', 'Thick Fat']";1.0;1.0;1.0;0.0;1.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;2.0
221;"Piloswine";"ice";"ground";2;50.0;75;0;0;0;1.1;55.8;450;100;100;60;80;60;50;"['Oblivious', 'Snow Cloak', 'Thick Fat']";1.0;1.0;1.0;0.0;1.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;2.0
222;"Corsola";"water";"rock";2;24.6;60;0;0;0;0.6;5.0;410;65;55;65;95;95;35;"['Hustle', 'Natural Cure', 'Regenerator']";1.0;1.0;1.0;2.0;1.0;2.0;0.25;0.5;1.0;4.0;2.0;0.5;0.5;0.5;1.0;1.0;1.0;1.0
223;"Remoraid";"water";"";2;50.0;190;0;0;0;0.6;12.0;300;35;65;65;35;35;65;"['Hustle', 'Sniper', 'Moody']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
224;"Octillery";"water";"";2;50.0;75;0;0;0;0.9;28.5;480;75;105;105;75;75;45;"['Suction Cups', 'Sniper', 'Moody']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
225;"Delibird";"ice";"flying";2;50.0;45;0;0;0;0.9;16.0;330;45;55;65;45;45;75;"['Vital Spirit', 'Hustle', 'Insomnia']";0.5;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;0.5;0.0;1.0;1.0;1.0;1.0;4.0;2.0;1.0
226;"Mantine";"water";"flying";2;50.0;25;0;0;0;2.1;220.0;485;85;40;80;70;140;70;"['Swift Swim', 'Water Absorb', 'Water Veil']";0.5;1.0;1.0;4.0;1.0;0.5;0.5;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;2.0;0.5;0.5
227;"Skarmory";"steel";"flying";2;50.0;25;0;0;0;1.7;50.5;465;65;80;40;140;70;70;"['Keen Eye', 'Sturdy', 'Weak Armor']";0.25;1.0;0.5;2.0;0.5;1.0;2.0;0.5;1.0;0.25;0.0;1.0;0.5;0.0;0.5;1.0;0.5;1.0
228;"Houndour";"dark";"fire";2;50.0;120;0;0;0;0.6;10.8;330;45;60;80;30;50;65;"['Early Bird', 'Flash Fire', 'Unnerve']";1.0;0.5;1.0;1.0;1.0;2.0;0.5;1.0;0.5;0.5;2.0;0.5;1.0;1.0;0.0;2.0;0.5;2.0
229;"Houndoom";"dark";"fire";2;50.0;45;0;0;0;1.4;35.0;600;75;90;140;90;90;115;"['Early Bird', 'Flash Fire', 'Unnerve']";1.0;0.5;1.0;1.0;1.0;2.0;0.5;1.0;0.5;0.5;2.0;0.5;1.0;1.0;0.0;2.0;0.5;2.0
230;"Kingdra";"water";"dragon";2;50.0;45;0;0;0;1.8;152.0;540;75;95;95;95;95;85;"['Swift Swim', 'Sniper', 'Damp']";1.0;1.0;2.0;1.0;2.0;1.0;0.25;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;0.25
231;"Phanpy";"ground";"";2;50.0;120;0;0;0;0.5;33.5;330;90;60;40;60;40;40;"['Pickup', 'Sand Veil']";1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;0.5;1.0;0.5;1.0;2.0
232;"Donphan";"ground";"";2;50.0;60;0;0;0;1.1;120.0;500;90;120;60;120;60;50;"['Sturdy', 'Sand Veil']";1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;0.5;1.0;0.5;1.0;2.0
233;"Porygon2";"normal";"";2;0.0;45;0;0;0;0.6;32.5;515;85;80;105;90;95;60;"['Trace', 'Download', 'Analytic']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
234;"Stantler";"normal";"";2;50.0;45;0;0;0;1.4;71.2;465;73;95;85;62;65;85;"['Intimidate', 'Frisk', 'Sap Sipper']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
235;"Smeargle";"normal";"";2;50.0;45;0;0;0;1.2;58.0;250;55;20;20;35;45;75;"['Own Tempo', 'Technician', 'Moody']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
236;"Tyrogue";"fighting";"";2;100.0;75;0;0;0;0.7;21.0;210;35;35;35;35;35;35;"['Guts', 'Steadfast', 'Vital Spirit']";0.5;0.5;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;0.5;1.0;1.0
237;"Hitmontop";"fighting";"";2;100.0;45;0;0;0;1.4;48.0;455;50;95;35;95;110;70;"['Intimidate', 'Technician', 'Steadfast']";0.5;0.5;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;0.5;1.0;1.0
238;"Smoochum";"ice";"psychic";2;0.0;45;0;0;0;0.4;6.0;305;45;30;85;15;65;65;"['Oblivious', 'Forewarn', 'Hydration']";2.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;0.5;2.0;2.0;1.0
239;"Elekid";"electric";"";2;75.4;45;0;0;0;0.6;23.5;360;45;63;65;37;55;95;"['Static', 'Vital Spirit']";1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
240;"Magby";"fire";"";2;75.4;45;0;0;0;0.7;21.4;365;45;75;70;37;55;83;"['Flame Body', 'Vital Spirit']";0.5;1.0;1.0;1.0;0.5;1.0;0.5;1.0;1.0;0.5;2.0;0.5;1.0;1.0;1.0;2.0;0.5;2.0
241;"Miltank";"normal";"";2;0.0;45;0;0;0;1.2;75.5;490;95;80;40;105;70;100;"['Thick Fat', 'Scrappy', 'Sap Sipper']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
242;"Blissey";"normal";"";2;0.0;30;0;0;0;1.5;46.8;540;255;10;75;10;135;55;"['Natural Cure', 'Serene Grace', 'Healer']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
243;"Raikou";"electric";"";2;0.0;3;1;0;0;1.9;178.0;580;90;85;115;75;100;115;"['Pressure', 'Inner Focus']";1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
244;"Entei";"fire";"";2;0.0;3;1;0;0;2.1;198.0;580;115;115;90;85;75;100;"['Pressure', 'Inner Focus']";0.5;1.0;1.0;1.0;0.5;1.0;0.5;1.0;1.0;0.5;2.0;0.5;1.0;1.0;1.0;2.0;0.5;2.0
245;"Suicune";"water";"";2;0.0;3;1;0;0;2.0;187.0;580;100;75;90;115;115;85;"['Pressure', 'Inner Focus']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
246;"Larvitar";"rock";"ground";2;50.0;45;0;0;0;0.6;72.0;300;50;64;45;50;50;41;"['Guts', 'Sand Veil']";1.0;1.0;1.0;0.0;1.0;2.0;0.5;0.5;1.0;4.0;2.0;2.0;0.5;0.25;1.0;0.5;2.0;4.0
247;"Pupitar";"rock";"ground";2;50.0;45;0;0;0;1.2;152.0;410;70;84;65;70;70;51;"['Shed Skin']";1.0;1.0;1.0;0.0;1.0;2.0;0.5;0.5;1.0;4.0;2.0;2.0;0.5;0.25;1.0;0.5;2.0;4.0
248;"Tyranitar";"rock";"dark";2;50.0;45;0;0;0;2.0;202.0;700;100;164;95;150;120;71;"['Sand Stream', 'Unnerve']";2.0;0.5;1.0;1.0;2.0;4.0;0.5;0.5;0.5;2.0;2.0;1.0;0.5;0.5;0.0;1.0;2.0;2.0
249;"Lugia";"psychic";"flying";2;0.0;3;1;0;0;5.2;216.0;680;106;90;90;130;154;110;"['Pressure', 'Multiscale']";1.0;2.0;1.0;2.0;1.0;0.25;1.0;1.0;2.0;0.5;0.0;2.0;1.0;1.0;0.5;2.0;1.0;1.0
250;"Ho-Oh";"fire";"flying";2;0.0;3;1;0;0;3.8;199.0;680;106;130;110;90;154;90;"['Pressure', 'Regenerator']";0.25;1.0;1.0;2.0;0.5;0.5;0.5;1.0;1.0;0.25;0.0;1.0;1.0;1.0;1.0;4.0;0.5;2.0
251;"Celebi";"psychic";"grass";2;0.0;45;0;1;0;0.6;5.0;600;100;100;100;100;100;100;"['Natural Cure']";4.0;2.0;1.0;0.5;1.0;0.5;2.0;2.0;2.0;0.5;0.5;2.0;1.0;2.0;0.5;1.0;1.0;0.5
252;"Treecko";"grass";"";3;88.1;45;0;0;0;0.5;5.0;310;40;45;65;35;55;70;"['Overgrow', 'Unburden']";2.0;1.0;1.0;0.5;1.0;1.0;2.0;2.0;1.0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;1.0;0.5
253;"Grovyle";"grass";"";3;88.1;45;0;0;0;0.9;21.6;405;50;65;85;45;65;95;"['Overgrow', 'Unburden']";2.0;1.0;1.0;0.5;1.0;1.0;2.0;2.0;1.0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;1.0;0.5
254;"Sceptile";"grass";"";3;88.1;45;0;0;0;1.7;52.2;630;70;110;145;75;85;145;"['Overgrow', 'Unburden']";2.0;1.0;1.0;0.5;1.0;1.0;2.0;2.0;1.0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;1.0;0.5
255;"Torchic";"fire";"";3;88.1;45;0;0;0;0.4;2.5;310;45;60;70;40;50;45;"['Blaze', 'Speed Boost']";0.5;1.0;1.0;1.0;0.5;1.0;0.5;1.0;1.0;0.5;2.0;0.5;1.0;1.0;1.0;2.0;0.5;2.0
256;"Combusken";"fire";"fighting";3;88.1;45;0;0;0;0.9;19.5;405;60;85;85;60;60;55;"['Blaze', 'Speed Boost']";0.25;0.5;1.0;1.0;1.0;1.0;0.5;2.0;1.0;0.5;2.0;0.5;1.0;1.0;2.0;1.0;0.5;2.0
257;"Blaziken";"fire";"fighting";3;88.1;45;0;0;0;1.9;52.0;630;80;160;130;80;80;100;"['Blaze', 'Speed Boost']";0.25;0.5;1.0;1.0;1.0;1.0;0.5;2.0;1.0;0.5;2.0;0.5;1.0;1.0;2.0;1.0;0.5;2.0
258;"Mudkip";"water";"";3;88.1;45;0;0;0;0.4;7.6;310;50;70;50;50;50;40;"['Torrent', 'Damp']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
259;"Marshtomp";"water";"ground";3;88.1;45;0;0;0;0.7;28.0;405;70;85;60;70;70;50;"['Torrent', 'Damp']";1.0;1.0;1.0;0.0;1.0;1.0;0.5;1.0;1.0;4.0;1.0;1.0;1.0;0.5;1.0;0.5;0.5;1.0
260;"Swampert";"water";"ground";3;88.1;45;0;0;0;1.5;81.9;635;100;150;95;110;110;70;"['Torrent', 'Damp']";1.0;1.0;1.0;0.0;1.0;1.0;0.5;1.0;1.0;4.0;1.0;1.0;1.0;0.5;1.0;0.5;0.5;1.0
261;"Poochyena";"dark";"";3;50.0;255;0;0;0;0.5;13.6;220;35;55;30;35;30;35;"['Run Away', 'Quick Feet', 'Rattled']";2.0;0.5;1.0;1.0;2.0;2.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0
262;"Mightyena";"dark";"";3;50.0;127;0;0;0;1.0;37.0;420;70;90;60;70;60;70;"['Intimidate', 'Quick Feet', 'Moxie']";2.0;0.5;1.0;1.0;2.0;2.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0
263;"Zigzagoon";"normal";"";3;50.0;255;0;0;0;0.4;17.5;240;38;30;30;41;41;60;"['Pickup', 'Gluttony', 'Quick Feet']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
264;"Linoone";"normal";"";3;50.0;90;0;0;0;0.5;32.5;420;78;70;50;61;61;100;"['Pickup', 'Gluttony', 'Quick Feet']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
265;"Wurmple";"bug";"";3;50.0;255;0;0;0;0.3;3.6;195;45;45;20;35;30;20;"['Shield Dust', 'Run Away']";1.0;1.0;1.0;1.0;1.0;0.5;2.0;2.0;1.0;0.5;0.5;1.0;1.0;1.0;1.0;2.0;1.0;1.0
266;"Silcoon";"bug";"";3;50.0;120;0;0;0;0.6;10.0;205;50;35;25;55;25;15;"['Shed Skin']";1.0;1.0;1.0;1.0;1.0;0.5;2.0;2.0;1.0;0.5;0.5;1.0;1.0;1.0;1.0;2.0;1.0;1.0
267;"Beautifly";"bug";"flying";3;50.0;45;0;0;0;1.0;28.4;395;60;70;100;50;50;65;"['Swarm', 'Rivalry']";0.5;1.0;1.0;2.0;1.0;0.25;2.0;2.0;1.0;0.25;0.0;2.0;1.0;1.0;1.0;4.0;1.0;1.0
268;"Cascoon";"bug";"";3;50.0;120;0;0;0;0.7;11.5;205;50;35;25;55;25;15;"['Shed Skin']";1.0;1.0;1.0;1.0;1.0;0.5;2.0;2.0;1.0;0.5;0.5;1.0;1.0;1.0;1.0;2.0;1.0;1.0
269;"Dustox";"bug";"poison";3;50.0;45;0;0;0;1.2;31.6;385;60;50;50;70;90;65;"['Shield Dust', 'Compoundeyes']";0.5;1.0;1.0;1.0;0.5;0.25;2.0;2.0;1.0;0.25;1.0;1.0;1.0;0.5;2.0;2.0;1.0;1.0
270;"Lotad";"water";"grass";3;50.0;255;0;0;0;0.5;2.6;220;40;30;40;30;50;30;"['Swift Swim', 'Rain Dish', 'Own Tempo']";2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;0.5;0.25
271;"Lombre";"water";"grass";3;50.0;120;0;0;0;1.2;32.5;340;60;50;60;50;70;50;"['Swift Swim', 'Rain Dish', 'Own Tempo']";2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;0.5;0.25
272;"Ludicolo";"water";"grass";3;50.0;45;0;0;0;1.5;55.0;480;80;70;90;70;100;70;"['Swift Swim', 'Rain Dish', 'Own Tempo']";2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;0.5;0.25
273;"Seedot";"grass";"";3;50.0;255;0;0;0;0.5;4.0;220;40;40;30;50;30;30;"['Chlorophyll', 'Early Bird', 'Pickpocket']";2.0;1.0;1.0;0.5;1.0;1.0;2.0;2.0;1.0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;1.0;0.5
274;"Nuzleaf";"grass";"dark";3;50.0;120;0;0;0;1.0;28.0;340;70;70;60;40;40;60;"['Chlorophyll', 'Early Bird', 'Pickpocket']";4.0;0.5;1.0;0.5;2.0;2.0;2.0;2.0;0.5;0.5;0.5;2.0;1.0;2.0;0.0;1.0;1.0;0.5
275;"Shiftry";"grass";"dark";3;50.0;45;0;0;0;1.3;59.6;480;90;100;90;60;60;80;"['Chlorophyll', 'Early Bird', 'Pickpocket']";4.0;0.5;1.0;0.5;2.0;2.0;2.0;2.0;0.5;0.5;0.5;2.0;1.0;2.0;0.0;1.0;1.0;0.5
276;"Taillow";"normal";"flying";3;50.0;200;0;0;0;0.3;2.3;270;40;55;30;30;30;85;"['Guts', 'Scrappy']";0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;0.5;0.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0
277;"Swellow";"normal";"flying";3;50.0;45;0;0;0;0.7;19.8;455;60;85;75;60;50;125;"['Guts', 'Scrappy']";0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;0.5;0.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0
