Abilities,Name,Pokedex Number,Type,Types1&2 Name,Against Bug,Against Dark,Against Dragon,Against Electric,Against Fairy,Against Fight,Against Fire,Against Flying,Against Ghost,Against Grass,Against Ground,Against Ice,Against Normal,Against Poison,Against Psychic,Against Rock,Against Steel,Against Water,Attack,Base Total,Capture Rate,Defense,Generation,Height M,Hp,Is Legendary,Is Mythic,Is Ultra Beast,Percentage Male,Sp Attack,Sp Defense,Speed,Weight Kg
"['Rock Head', 'Overcoat']",Shelgon,372,,Type2,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,95,420,45,100,3,1.1,65,0,0,0,50,60,50,50,110.5
"['Intimidate', 'Moxie']",Salamence,373,dragon,Type1,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,145,700,45,130,3,1.5,95,0,0,0,50,120,90,120,102.6
"['Intimidate', 'Moxie']",Salamence,373,flying,Type2,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,145,700,45,130,3,1.5,95,0,0,0,50,120,90,120,102.6
"['Clear Body', 'Light Metal']",Beldum,374,steel,Type1,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,55,300,3,80,3,0.6,40,0,0,0,0,35,60,30,95.2
"['Clear Body', 'Light Metal']",Beldum,374,psychic,Type2,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,55,300,3,80,3,0.6,40,0,0,0,0,35,60,30,95.2
"['Clear Body', 'Light Metal']",Metang,375,steel,Type1,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,75,420,3,100,3,1.2,60,0,0,0,0,55,80,50,202.5
"['Clear Body', 'Light Metal']",Metang,375,psychic,Type2,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,75,420,3,100,3,1.2,60,0,0,0,0,55,80,50,202.5
"['Clear Body', 'Light Metal']",Metagross,376,steel,Type1,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,145,700,3,150,3,1.6,80,0,0,0,0,105,110,110,550
"['Clear Body', 'Light Metal']",Metagross,376,psychic,Type2,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,145,700,3,150,3,1.6,80,0,0,0,0,105,110,110,550
"['Clear Body', 'Sturdy']",Regirock,377,rock,Type1,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,100,580,3,200,3,1.7,80,1,0,0,0,50,100,50,230
"['Clear Body', 'Sturdy']",Regirock,377,,Type2,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,100,580,3,200,3,1.7,80,1,0,0,0,50,100,50,230
"['Clear Body', 'Ice Body']",Regice,378,ice,Type1,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,580,3,100,3,1.8,80,1,0,0,0,100,200,50,175
"['Clear Body', 'Ice Body']",Regice,378,,Type2,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,580,3,100,3,1.8,80,1,0,0,0,100,200,50,175
"['Clear Body', 'Light Metal']",Registeel,379,steel,Type1,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,75,580,3,150,3,1.9,80,1,0,0,0,75,150,50,205
"['Clear Body', 'Light Metal']",Registeel,379,,Type2,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,75,580,3,150,3,1.9,80,1,0,0,0,75,150,50,205
['Levitate'],Latias,380,dragon,Type1,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,100,700,3,120,3,1.4,80,1,0,0,0,140,150,110,40
['Levitate'],Latias,380,psychic,Type2,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,100,700,3,120,3,1.4,80,1,0,0,0,140,150,110,40
['Levitate'],Latios,381,dragon,Type1,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,130,700,3,100,3,2,80,1,0,0,100,160,120,110,60
['Levitate'],Latios,381,psychic,Type2,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,130,700,3,100,3,2,80,1,0,0,100,160,120,110,60
['Drizzle'],Kyogre,382,water,Type1,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,150,770,3,90,3,4.5,100,1,0,0,0,180,160,90,352
['Drizzle'],Kyogre,382,,Type2,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,150,770,3,90,3,4.5,100,1,0,0,0,180,160,90,352
['Drought'],Groudon,383,ground,Type1,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,180,770,3,160,3,3.5,100,1,0,0,0,150,90,90,950
['Drought'],Groudon,383,,Type2,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,180,770,3,160,3,3.5,100,1,0,0,0,150,90,90,950
['Air Lock'],Rayquaza,384,dragon,Type1,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,180,780,45,100,3,7,105,1,0,0,0,180,100,115,206.5
['Air Lock'],Rayquaza,384,flying,Type2,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,180,780,45,100,3,7,105,1,0,0,0,180,100,115,206.5
['Serene Grace'],Jirachi,385,steel,Type1,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,100,600,3,100,3,0.3,100,0,1,0,0,100,100,100,1.1
['Serene Grace'],Jirachi,385,psychic,Type2,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,100,600,3,100,3,0.3,100,0,1,0,0,100,100,100,1.1
['Pressure'],Deoxys,386,psychic,Type1,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,95,600,3,90,3,1.7,50,0,1,0,0,95,90,180,60.8
['Pressure'],Deoxys,386,,Type2,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,95,600,3,90,3,1.7,50,0,1,0,0,95,90,180,60.8
"['Overgrow', 'Shell Armor']",Turtwig,387,grass,Type1,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,68,318,45,64,4,0.4,55,0,0,0,88.1,45,55,31,10.2
"['Overgrow', 'Shell Armor']",Turtwig,387,,Type2,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,68,318,45,64,4,0.4,55,0,0,0,88.1,45,55,31,10.2
"['Overgrow', 'Shell Armor']",Grotle,388,grass,Type1,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,89,405,45,85,4,1.1,75,0,0,0,88.1,55,65,36,97
"['Overgrow', 'Shell Armor']",Grotle,388,,Type2,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,89,405,45,85,4,1.1,75,0,0,0,88.1,55,65,36,97
"['Overgrow', 'Shell Armor']",Torterra,389,grass,Type1,2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1,109,525,45,105,4,2.2,95,0,0,0,88.1,75,85,56,310
"['Overgrow', 'Shell Armor']",Torterra,389,ground,Type2,2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1,109,525,45,105,4,2.2,95,0,0,0,88.1,75,85,56,310
"['Blaze', 'Iron Fist']",Chimchar,390,fire,Type1,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,58,309,45,44,4,0.5,44,0,0,0,88.1,58,44,61,6.2
"['Blaze', 'Iron Fist']",Chimchar,390,,Type2,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,58,309,45,44,4,0.5,44,0,0,0,88.1,58,44,61,6.2
"['Blaze', 'Iron Fist']",Monferno,391,fire,Type1,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,78,405,45,52,4,0.9,64,0,0,0,88.1,78,52,81,22
"['Blaze', 'Iron Fist']",Monferno,391,fighting,Type2,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,78,405,45,52,4,0.9,64,0,0,0,88.1,78,52,81,22
"['Blaze', 'Iron Fist']",Infernape,392,fire,Type1,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,104,534,45,71,4,1.2,76,0,0,0,88.1,104,71,108,55
"['Blaze', 'Iron Fist']",Infernape,392,fighting,Type2,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,104,534,45,71,4,1.2,76,0,0,0,88.1,104,71,108,55
"['Torrent', 'Defiant']",Piplup,393,water,Type1,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,51,314,45,53,4,0.4,53,0,0,0,88.1,61,56,40,5.2
"['Torrent', 'Defiant']",Piplup,393,,Type2,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,51,314,45,53,4,0.4,53,0,0,0,88.1,61,56,40,5.2
"['Torrent', 'Defiant']",Prinplup,394,water,Type1,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,66,405,45,68,4,0.8,64,0,0,0,88.1,81,76,50,23
"['Torrent', 'Defiant']",Prinplup,394,,Type2,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,66,405,45,68,4,0.8,64,0,0,0,88.1,81,76,50,23
"['Torrent', 'Defiant']",Empoleon,395,water,Type1,0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5,86,530,45,88,4,1.7,84,0,0,0,88.1,111,101,60,84.5
"['Torrent', 'Defiant']",Empoleon,395,steel,Type2,0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5,86,530,45,88,4,1.7,84,0,0,0,88.1,111,101,60,84.5
"['Keen Eye', 'Reckless']",Starly,396,normal,Type1,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,245,255,30,4,0.3,40,0,0,0,50,30,30,60,2
"['Keen Eye', 'Reckless']",Starly,396,flying,Type2,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,245,255,30,4,0.3,40,0,0,0,50,30,30,60,2
"['Intimidate', 'Reckless']",Staravia,397,normal,Type1,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,75,340,120,50,4,0.6,55,0,0,0,50,40,40,80,15.5
"['Intimidate', 'Reckless']",Staravia,397,flying,Type2,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,75,340,120,50,4,0.6,55,0,0,0,50,40,40,80,15.5
"['Intimidate', 'Reckless']",Staraptor,398,normal,Type1,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,120,485,45,70,4,1.2,85,0,0,0,50,50,60,100,24.9
"['Intimidate', 'Reckless']",Staraptor,398,flying,Type2,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,120,485,45,70,4,1.2,85,0,0,0,50,50,60,100,24.9
"['Simple', 'Unaware', 'Moody']",Bidoof,399,normal,Type1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,250,255,40,4,0.5,59,0,0,0,50,35,40,31,20
"['Simple', 'Unaware', 'Moody']",Bidoof,399,,Type2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,250,255,40,4,0.5,59,0,0,0,50,35,40,31,20
"['Simple', 'Unaware', 'Moody']",Bibarel,400,normal,Type1,1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,85,410,127,60,4,1,79,0,0,0,50,55,60,71,31.5
"['Simple', 'Unaware', 'Moody']",Bibarel,400,water,Type2,1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,85,410,127,60,4,1,79,0,0,0,50,55,60,71,31.5
"['Shed Skin', 'Run Away']",Kricketot,401,bug,Type1,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,25,194,255,41,4,0.3,37,0,0,0,50,25,41,25,2.2
"['Shed Skin', 'Run Away']",Kricketot,401,,Type2,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,25,194,255,41,4,0.3,37,0,0,0,50,25,41,25,2.2
"['Swarm', 'Technician']",Kricketune,402,bug,Type1,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,85,384,45,51,4,1,77,0,0,0,50,55,51,65,25.5
"['Swarm', 'Technician']",Kricketune,402,,Type2,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,85,384,45,51,4,1,77,0,0,0,50,55,51,65,25.5
"['Rivalry', 'Intimidate', 'Guts']",Shinx,403,electric,Type1,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,65,263,235,34,4,0.5,45,0,0,0,50,40,34,45,9.5
"['Rivalry', 'Intimidate', 'Guts']",Shinx,403,,Type2,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,65,263,235,34,4,0.5,45,0,0,0,50,40,34,45,9.5
"['Rivalry', 'Intimidate', 'Guts']",Luxio,404,electric,Type1,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,363,120,49,4,0.9,60,0,0,0,50,60,49,60,30.5
"['Rivalry', 'Intimidate', 'Guts']",Luxio,404,,Type2,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,363,120,49,4,0.9,60,0,0,0,50,60,49,60,30.5
"['Rivalry', 'Intimidate', 'Guts']",Luxray,405,electric,Type1,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,120,523,45,79,4,1.4,80,0,0,0,50,95,79,70,42
"['Rivalry', 'Intimidate', 'Guts']",Luxray,405,,Type2,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,120,523,45,79,4,1.4,80,0,0,0,50,95,79,70,42
"['Natural Cure', 'Poison Point', 'Leaf Guard']",Budew,406,grass,Type1,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,30,280,255,35,4,0.2,40,0,0,0,50,50,70,55,1.2
"['Natural Cure', 'Poison Point', 'Leaf Guard']",Budew,406,poison,Type2,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,30,280,255,35,4,0.2,40,0,0,0,50,50,70,55,1.2
"['Natural Cure', 'Poison Point', 'Technician']",Roserade,407,grass,Type1,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,70,515,75,65,4,0.9,60,0,0,0,50,125,105,90,14.5
"['Natural Cure', 'Poison Point', 'Technician']",Roserade,407,poison,Type2,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,70,515,75,65,4,0.9,60,0,0,0,50,125,105,90,14.5
"['Mold Breaker', 'Sheer Force']",Cranidos,408,rock,Type1,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,125,350,45,40,4,0.9,67,0,0,0,88.1,30,30,58,31.5
"['Mold Breaker', 'Sheer Force']",Cranidos,408,,Type2,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,125,350,45,40,4,0.9,67,0,0,0,88.1,30,30,58,31.5
"['Mold Breaker', 'Sheer Force']",Rampardos,409,rock,Type1,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,165,495,45,60,4,1.6,97,0,0,0,88.1,65,50,58,102.5
"['Mold Breaker', 'Sheer Force']",Rampardos,409,,Type2,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,165,495,45,60,4,1.6,97,0,0,0,88.1,65,50,58,102.5
"['Sturdy', 'Soundproof']",Shieldon,410,rock,Type1,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,42,350,45,118,4,0.5,30,0,0,0,88.1,42,88,30,57
"['Sturdy', 'Soundproof']",Shieldon,410,steel,Type2,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,42,350,45,118,4,0.5,30,0,0,0,88.1,42,88,30,57
"['Sturdy', 'Soundproof']",Bastiodon,411,rock,Type1,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,52,495,45,168,4,1.3,60,0,0,0,88.1,47,138,30,149.5
"['Sturdy', 'Soundproof']",Bastiodon,411,steel,Type2,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,52,495,45,168,4,1.3,60,0,0,0,88.1,47,138,30,149.5
"['Shed Skin', 'Overcoat']",Burmy,412,bug,Type1,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,29,224,120,45,4,0.2,40,0,0,0,50,29,45,36,3.4
"['Shed Skin', 'Overcoat']",Burmy,412,,Type2,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,29,224,120,45,4,0.2,40,0,0,0,50,29,45,36,3.4
"['Anticipation', 'Overcoat']",Wormadam,413,bug,Type1,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,69,424,45,95,4,0.5,60,0,0,0,0,69,95,36,6.5
"['Anticipation', 'Overcoat']",Wormadam,413,grass,Type2,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,69,424,45,95,4,0.5,60,0,0,0,0,69,95,36,6.5
"['Swarm', 'Tinted Lens']",Mothim,414,bug,Type1,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,94,424,45,50,4,0.9,70,0,0,0,100,94,50,66,23.3
"['Swarm', 'Tinted Lens']",Mothim,414,flying,Type2,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,94,424,45,50,4,0.9,70,0,0,0,100,94,50,66,23.3
"['Honey Gather', 'Hustle']",Combee,415,bug,Type1,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,30,244,120,42,4,0.3,30,0,0,0,88.1,30,42,70,5.5
"['Honey Gather', 'Hustle']",Combee,415,flying,Type2,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,30,244,120,42,4,0.3,30,0,0,0,88.1,30,42,70,5.5
"['Pressure', 'Unnerve']",Vespiquen,416,bug,Type1,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,80,474,45,102,4,1.2,70,0,0,0,0,80,102,40,38.5
"['Pressure', 'Unnerve']",Vespiquen,416,flying,Type2,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,80,474,45,102,4,1.2,70,0,0,0,0,80,102,40,38.5
"['Run Away', 'Pickup', 'Volt Absorb']",Pachirisu,417,electric,Type1,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,405,200,70,4,0.4,60,0,0,0,50,45,90,95,3.9
"['Run Away', 'Pickup', 'Volt Absorb']",Pachirisu,417,,Type2,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,405,200,70,4,0.4,60,0,0,0,50,45,90,95,3.9
"['Swift Swim', 'Water Veil']",Buizel,418,water,Type1,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,330,190,35,4,0.7,55,0,0,0,50,60,30,85,29.5
"['Swift Swim', 'Water Veil']",Buizel,418,,Type2,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,330,190,35,4,0.7,55,0,0,0,50,60,30,85,29.5
"['Swift Swim', 'Water Veil']",Floatzel,419,water,Type1,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,495,75,55,4,1.1,85,0,0,0,50,85,50,115,33.5
"['Swift Swim', 'Water Veil']",Floatzel,419,,Type2,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,495,75,55,4,1.1,85,0,0,0,50,85,50,115,33.5
['Chlorophyll'],Cherubi,420,grass,Type1,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,35,275,190,45,4,0.4,45,0,0,0,50,62,53,35,3.3
['Chlorophyll'],Cherubi,420,,Type2,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,35,275,190,45,4,0.4,45,0,0,0,50,62,53,35,3.3
['Flower Gift'],Cherrim,421,grass,Type1,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,450,75,70,4,0.5,70,0,0,0,50,87,78,85,9.3
['Flower Gift'],Cherrim,421,,Type2,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,450,75,70,4,0.5,70,0,0,0,50,87,78,85,9.3
"['Sticky Hold', 'Storm Drain', 'Sand Force']",Shellos,422,water,Type1,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,48,325,190,48,4,0.3,76,0,0,0,50,57,62,34,6.3
"['Sticky Hold', 'Storm Drain', 'Sand Force']",Shellos,422,,Type2,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,48,325,190,48,4,0.3,76,0,0,0,50,57,62,34,6.3
"['Sticky Hold', 'Storm Drain', 'Sand Force']",Gastrodon,423,water,Type1,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,83,475,75,68,4,0.9,111,0,0,0,50,92,82,39,29.9
"['Sticky Hold', 'Storm Drain', 'Sand Force']",Gastrodon,423,ground,Type2,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,83,475,75,68,4,0.9,111,0,0,0,50,92,82,39,29.9
"['Technician', 'Pickup', 'Skill Link']",Ambipom,424,normal,Type1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,100,482,45,66,4,1.2,75,0,0,0,50,60,66,115,20.3
"['Technician', 'Pickup', 'Skill Link']",Ambipom,424,,Type2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,100,482,45,66,4,1.2,75,0,0,0,50,60,66,115,20.3
"['Aftermath', 'Unburden', 'Flare Boost']",Drifloon,425,ghost,Type1,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,50,348,125,34,4,0.4,90,0,0,0,50,60,44,70,1.2
"['Aftermath', 'Unburden', 'Flare Boost']",Drifloon,425,flying,Type2,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,50,348,125,34,4,0.4,90,0,0,0,50,60,44,70,1.2
"['Aftermath', 'Unburden', 'Flare Boost']",Drifblim,426,ghost,Type1,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,80,498,60,44,4,1.2,150,0,0,0,50,90,54,80,15
"['Aftermath', 'Unburden', 'Flare Boost']",Drifblim,426,flying,Type2,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,80,498,60,44,4,1.2,150,0,0,0,50,90,54,80,15
"['Run Away', 'Klutz', 'Limber']",Buneary,427,normal,Type1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,66,350,190,44,4,0.4,55,0,0,0,50,44,56,85,5.5
"['Run Away', 'Klutz', 'Limber']",Buneary,427,,Type2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,66,350,190,44,4,0.4,55,0,0,0,50,44,56,85,5.5
"['Cute Charm', 'Klutz', 'Limber']",Lopunny,428,normal,Type1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,136,580,60,94,4,1.2,65,0,0,0,50,54,96,135,33.3
"['Cute Charm', 'Klutz', 'Limber']",Lopunny,428,,Type2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,136,580,60,94,4,1.2,65,0,0,0,50,54,96,135,33.3
['Levitate'],Mismagius,429,ghost,Type1,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,60,495,45,60,4,0.9,60,0,0,0,50,105,105,105,4.4
['Levitate'],Mismagius,429,,Type2,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,60,495,45,60,4,0.9,60,0,0,0,50,105,105,105,4.4
"['Insomnia', 'Super Luck', 'Moxie']",Honchkrow,430,dark,Type1,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,125,505,30,52,4,0.9,100,0,0,0,50,105,52,71,27.3
"['Insomnia', 'Super Luck', 'Moxie']",Honchkrow,430,flying,Type2,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,125,505,30,52,4,0.9,100,0,0,0,50,105,52,71,27.3
"['Limber', 'Own Tempo', 'Keen Eye']",Glameow,431,normal,Type1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,310,190,42,4,0.5,49,0,0,0,24.6,42,37,85,3.9
"['Limber', 'Own Tempo', 'Keen Eye']",Glameow,431,,Type2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,310,190,42,4,0.5,49,0,0,0,24.6,42,37,85,3.9
"['Thick Fat', 'Own Tempo', 'Defiant']",Purugly,432,normal,Type1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,82,452,75,64,4,1,71,0,0,0,24.6,64,59,112,43.8
"['Thick Fat', 'Own Tempo', 'Defiant']",Purugly,432,,Type2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,82,452,75,64,4,1,71,0,0,0,24.6,64,59,112,43.8
['Levitate'],Chingling,433,psychic,Type1,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30,285,120,50,4,0.2,45,0,0,0,50,65,50,45,0.6
['Levitate'],Chingling,433,,Type2,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30,285,120,50,4,0.2,45,0,0,0,50,65,50,45,0.6
"['Stench', 'Aftermath', 'Keen Eye']",Stunky,434,poison,Type1,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,63,329,225,47,4,0.4,63,0,0,0,50,41,41,74,19.2
"['Stench', 'Aftermath', 'Keen Eye']",Stunky,434,dark,Type2,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,63,329,225,47,4,0.4,63,0,0,0,50,41,41,74,19.2
"['Stench', 'Aftermath', 'Keen Eye']",Skuntank,435,poison,Type1,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,93,479,60,67,4,1,103,0,0,0,50,71,61,84,38
